,apps,assists,fouls_commited,fouls_suffered,goals,minutes,offsides,own_goals,penalties_in,penalties_mi,red_cards,yellow_cards
Lionel Messi,40,11,33,100,0,3600,19,0,0,0,0,0
Lior Refaelov,1,0,1,1,0,90,1,0,0,0,0,0
Lisandro,22,2,37,71,0,1980,21,0,0,0,0,0
Lisandro López,1,0,1,2,0,90,0,0,0,0,0,0
Liviu Antal,3,1,6,4,0,270,1,0,0,0,0,0
Ljubomir Fejsa,4,0,14,4,0,360,0,0,0,0,0,0
Lomana LuaLua,4,1,14,10,0,360,4,0,0,0,0,0
Lorenzo De Silvestri,2,0,0,0,0,180,0,0,0,0,0,0
Lorenzo Ebecilio,1,0,2,2,0,90,0,0,0,0,0,0
Lorenzo Insigne,1,0,0,1,0,90,1,0,0,0,0,0
Lorenzo Melgarejo,3,1,2,6,0,270,0,0,0,0,0,0
Lorik Cana,6,0,10,5,0,540,0,0,0,0,0,0
Loris Benito,1,0,2,1,0,90,0,0,0,0,0,0
Louis Saha,5,2,7,9,0,450,2,0,0,0,0,0
Loukas Vyntra,7,0,5,7,0,630,0,0,0,0,0,0
Loïc Rémy,7,1,8,6,0,630,3,0,0,0,0,0
Luca Antonini,8,0,4,6,0,720,4,0,0,0,0,0
Luca Castellazzi,3,0,0,0,0,270,0,0,0,0,0,0
Luca Marrone,1,0,1,1,0,90,0,0,0,0,0,0
Luca Toni,5,1,7,18,0,450,10,0,0,0,0,0
Luca Zuffi,3,0,2,6,0,270,0,0,0,0,0,0
Lucas,10,1,13,12,0,900,0,0,0,0,0,0
Lucas Andersen,3,0,2,1,0,270,0,0,0,0,0,0
Lucas Barrios,1,0,0,1,0,90,0,0,0,0,0,0
Lucas Biglia,6,0,10,10,0,540,0,0,0,0,0,0
Lucas Digne,4,1,7,9,0,360,0,0,0,0,0,0
Lucas Mendes,2,0,2,0,0,180,0,0,0,0,0,0
Lucas Ocampos,2,0,2,1,0,180,0,0,0,0,0,0
Lucho González,26,4,39,38,0,2340,3,0,0,0,0,0
Lucian Filip,1,0,2,1,0,90,0,0,0,0,0,0
Luciano Galletti,6,1,4,7,0,540,2,0,0,0,0,0
Luciano Zauri,4,0,3,2,0,360,2,0,0,0,0,0
Lucio Wagner,3,0,3,4,0,270,1,0,0,0,0,0
Ludovic Giuly,4,1,2,2,0,360,1,0,0,0,0,0
Ludovic Magnin,1,1,5,1,0,90,0,0,0,0,0,0
Ludovic Obraniak,2,0,1,2,0,180,2,0,0,0,0,0
Ludovic Sané,2,0,0,0,0,180,0,0,0,0,0,0
Luis Aguiar,2,0,3,1,0,180,0,0,0,0,0,0
Luis García,6,0,9,15,0,540,3,0,0,0,0,0
Luis Ibáñez,5,0,5,9,0,450,0,0,0,0,0,0
Luis Perea,5,0,11,5,0,450,0,0,0,0,0,0
Luis Suárez,7,2,14,24,0,630,9,0,0,0,0,0
Luisão,18,2,21,9,0,1620,0,0,0,0,0,0
Luiz Adriano,19,4,30,27,0,1710,14,0,0,0,0,0
Luiz Gustavo,8,0,19,14,0,720,0,0,0,0,0,0
Luka Milivojević,2,0,5,3,0,180,0,0,0,0,0,0
Luka Modrić,15,5,19,26,0,1350,3,0,0,0,0,0
Luka Zahovič,1,0,0,1,0,90,0,0,0,0,0,0
Lukas Podolski,8,1,12,13,0,720,6,0,0,0,0,0
Lukas Schmitz,3,1,1,3,0,270,0,0,0,0,0,0
Lukasz Sosin,1,0,1,1,0,90,0,0,0,0,0,0
Lukman Haruna,1,0,2,2,0,90,0,0,0,0,0,0
Lukáš Hejda,1,0,0,0,0,90,0,0,0,0,0,0
Luuk de Jong,2,0,4,4,0,180,1,0,0,0,0,0
Luís Alberto,2,0,4,2,0,180,0,0,0,0,0,0
Luís Fabiano,7,2,20,17,0,630,6,0,0,0,0,0
Luís Figo,5,1,13,16,0,450,0,0,0,0,0,0
Luís Filipe,1,0,1,0,0,90,0,0,0,0,0,0
Luís Martins,1,0,1,0,0,90,0,0,0,0,0,0
Luís Neto,1,0,1,0,0,90,0,0,0,0,0,0
László Bodnár,3,1,8,3,0,270,0,0,0,0,0,0
László Köteles,3,0,0,0,0,270,0,0,0,0,0,0
László Sepsi,2,0,0,2,0,180,0,0,0,0,0,0
Léo,6,0,9,10,0,540,0,0,0,0,0,0
Lúcio,21,2,20,42,0,1890,2,0,0,0,0,0
Maarten Martens,2,0,1,0,0,180,0,0,0,0,0,0
Maarten Stekelenburg,3,0,0,1,0,270,0,0,0,0,0,0
Maciej Żurawski,3,0,3,5,0,270,5,0,0,0,0,0
Madjid Bougherra,3,0,2,5,0,270,0,0,0,0,0,0
Magnus Eriksson,3,0,4,10,0,270,0,0,0,0,0,0
Mahamadou Diarra,7,1,10,11,0,630,0,0,0,0,0,0
Maicon,35,2,39,46,0,3150,7,0,0,0,0,0
Makoto Hasebe,2,0,0,1,0,180,0,0,0,0,0,0
Maksim Bordachev,6,0,11,3,0,540,0,0,0,0,0,0
Maksim Kanunnikov,1,0,0,0,0,90,0,0,0,0,0,0
Maksim Shatskikh,4,0,0,5,0,360,3,0,0,0,0,0
Maksim Skavysh,2,0,2,2,0,180,4,0,0,0,0,0
Maksim Volodko,3,0,2,1,0,270,0,0,0,0,0,0
Mamadou Niang,8,1,15,31,0,720,8,0,0,0,0,0
Mamadou Sakho,1,0,1,2,0,90,0,0,0,0,0,0
Mamadou Samassa,1,0,1,0,0,90,0,0,0,0,0,0
Mancini,10,1,6,19,0,900,6,0,0,0,0,0
Maniche,2,0,2,4,0,180,2,0,0,0,0,0
Manuel Almunia,12,0,0,1,0,1080,0,0,0,0,0,0
Manuel Fernandes,1,0,2,3,0,90,0,0,0,0,0,0
Manuel Friedrich,3,0,1,3,0,270,0,0,0,0,0,0
Manuel Iturra,4,2,10,5,0,360,0,0,0,0,0,0
Manuel Neuer,36,0,0,4,0,3240,0,0,0,0,0,0
Manuel Ortlechner,3,0,2,0,0,270,1,0,0,0,0,0
Manuel Pasqual,1,0,1,3,0,90,0,0,0,0,0,0
Manuel da Costa,4,0,9,4,0,360,0,0,0,0,0,0
Mapou Yanga-Mbiwa,5,0,8,4,0,450,0,0,0,0,0,0
Marat Izmailov,6,3,8,4,0,540,0,0,0,0,0,0
Marc Bartra,6,0,2,1,0,540,1,0,0,0,0,0
Marc Janko,3,0,5,4,0,270,5,0,0,0,0,0
Marc Planus,7,0,7,8,0,630,0,0,0,0,0,0
Marc-André ter Stegen,6,0,0,0,0,540,0,0,0,0,0,0
Marcel Schmelzer,14,2,13,14,0,1260,1,0,0,0,0,0
Marcel Schäfer,3,2,4,3,0,270,0,0,0,0,0,0
Marcelinho,3,1,2,3,0,270,1,0,0,0,0,0
Marcell Fodor,2,0,1,0,0,180,0,0,0,0,0,0
Marcelo,27,7,29,52,0,2430,1,0,0,0,0,0
Marcelo Bordon,5,0,7,4,0,450,0,0,0,0,0,0
Marcelo Brozović,3,0,2,4,0,270,0,0,0,0,0,0
Marcelo Carrusca,1,0,0,3,0,90,1,0,0,0,0,0
Marcelo Díaz,1,0,0,0,0,90,0,0,0,0,0,0
Marcelo Mattos,1,0,2,3,0,90,0,0,0,0,0,0
Marcelo Moreno,1,0,1,1,0,90,0,0,0,0,0,0
Marcelo Oliveira,5,0,5,9,0,450,0,0,0,0,0,0
Marcin Wasilewski,1,0,2,0,0,90,0,0,0,0,0,0
Marcinho,2,0,3,5,0,180,0,0,0,0,0,0
Marco Amelia,2,0,0,0,0,180,0,0,0,0,0,0
Marco Ballotta,3,0,0,1,0,270,0,0,0,0,0,0
Marco Borriello,5,0,6,6,0,450,5,0,0,0,0,0
Marco Caneira,7,0,13,12,0,630,0,0,0,0,0,0
Marco Cassetti,10,1,22,19,0,900,0,0,0,0,0,0
Marco Donadel,1,0,1,0,0,90,0,0,0,0,0,0
Marco Estrada,2,0,1,4,0,180,0,0,0,0,0,0
Marco Faraoni,1,0,2,3,0,90,0,0,0,0,0,0
Marco Höger,6,0,14,15,0,540,0,0,0,0,0,0
Marco Marchionni,6,1,8,2,0,540,1,0,0,0,0,0
Marco Materazzi,8,0,13,10,0,720,0,0,0,0,0,0
Marco Motta,1,0,7,4,0,90,0,0,0,0,0,0
Marco Reus,13,3,17,20,0,1170,5,0,0,0,0,0
Marco Ruben,2,0,8,5,0,180,3,0,0,0,0,0
Marco Storari,1,0,0,0,0,90,0,0,0,0,0,0
Marco Streller,13,2,27,23,0,1170,14,0,0,0,0,0
Marco Verratti,7,0,15,22,0,630,0,0,0,0,0,0
Marco van Ginkel,1,0,3,0,0,90,0,0,0,0,0,0
Marcos Camozzato,3,0,3,4,0,270,0,0,0,0,0,0
Marcos Gelabert,1,0,0,2,0,90,0,0,0,0,0,0
Marcos Senna,7,0,12,24,0,630,0,0,0,0,0,0
Marcus Allbäck,2,1,7,5,0,180,3,0,0,0,0,0
Marek Bakoš,4,1,4,2,0,360,6,0,0,0,0,0
Marek Hamšík,5,0,2,4,0,450,2,0,0,0,0,0
Marek Jankulovski,8,0,12,13,0,720,1,0,0,0,0,0
Marek Saganowski,1,0,1,0,0,90,1,0,0,0,0,0
Marek Sapara,3,0,2,4,0,270,0,0,0,0,0,0
Marek Suchý,12,0,11,10,0,1080,0,0,0,0,0,0
Marek Čech,7,0,2,2,0,630,0,0,0,0,0,0
Mariano González,4,0,10,3,0,360,1,0,0,0,0,0
Mariano Pernía,2,1,6,1,0,180,0,0,0,0,0,0
Marinos Satsias,1,0,2,0,0,90,0,0,0,0,0,0
Mario Balotelli,7,2,19,29,0,630,3,0,0,0,0,0
Mario Galinović,3,0,0,0,0,270,0,0,0,0,0,0
Mario Gaspar,2,0,3,1,0,180,0,0,0,0,0,0
Mario Gavranović,1,0,1,6,0,90,1,0,0,0,0,0
Mario Gomez,15,2,24,6,0,1350,13,0,0,0,0,0
Mario Götze,16,4,23,24,0,1440,9,0,0,0,0,0
Mario Lemina,1,0,2,1,0,90,0,0,0,0,0,0
Mario Mandžukić,13,3,29,22,0,1170,6,0,0,0,0,0
Mario Regueiro,1,0,1,4,0,90,0,0,0,0,0,0
Mario Santana,4,1,2,7,0,360,0,0,0,0,0,0
Mario Suárez,6,0,11,11,0,540,0,0,0,0,0,0
Mario Yepes,2,0,3,2,0,180,0,0,0,0,0,0
Marios Antoniades,3,0,2,0,0,270,0,0,0,0,0,0
Marios Ilia,2,0,1,1,0,180,0,0,0,0,0,0
Marius Bilaşco,3,1,10,9,0,270,1,0,0,0,0,0
Marius Croitoru,2,0,2,6,0,180,0,0,0,0,0,0
Marius Pena,2,0,2,3,0,180,3,0,0,0,0,0
Marius Stankevičius,1,0,1,2,0,90,0,0,0,0,0,0
Mariusz Lewandowski,4,0,5,2,0,360,2,0,0,0,0,0
Marián  Čišovský,5,1,4,3,0,450,1,0,0,0,0,0
Marjan Marković,3,0,0,8,0,270,0,0,0,0,0,0
Mark De Man,2,0,0,0,0,180,0,0,0,0,0,0
Mark González,4,0,2,1,0,360,0,0,0,0,0,0
Mark Schwarzer,2,0,0,0,0,180,0,0,0,0,0,0
Mark Wilson,3,1,4,0,0,270,0,0,0,0,0,0
Mark van Bommel,19,1,38,30,0,1710,0,0,0,0,0,0
Markel Bergara,3,0,7,5,0,270,0,0,0,0,0,0
Markel Susaeta,2,1,1,5,0,180,1,0,0,0,0,0
Marko Arnautovic,2,0,4,3,0,180,1,0,0,0,0,0
Marko Baša,5,0,8,4,0,450,0,0,0,0,0,0
Marko Jovanović,3,0,4,5,0,270,0,0,0,0,0,0
Marko Marin,3,0,2,7,0,270,0,0,0,0,0,0
Marko Simić,5,0,6,6,0,450,0,0,0,0,0,0
Marko Stankovic,3,1,3,7,0,270,0,0,0,0,0,0
Markus Halsti,3,0,8,1,0,270,0,0,0,0,0,0
Markus Rosenberg,8,1,11,5,0,720,7,0,0,0,0,0
Markus Steinhöfer,4,0,1,4,0,360,0,0,0,0,0,0
Markus Suttner,3,1,6,1,0,270,0,0,0,0,0,0
Marouane Chamakh,12,0,27,32,0,1080,14,0,0,0,0,0
Marouane Fellaini,2,0,2,3,0,180,0,0,0,0,0,0
Marquinhos,7,0,3,4,0,630,0,0,0,0,0,0
Martin Bergvold,1,0,0,0,0,90,0,0,0,0,0,0
Martin Dúbravka,3,0,0,2,0,270,0,0,0,0,0,0
Martin Jiránek,3,1,2,2,0,270,0,0,0,0,0,0
Martin Jørgensen,1,0,0,1,0,90,0,0,0,0,0,0
Martin Kelly,1,0,0,0,0,90,0,0,0,0,0,0
Martin Latka,1,0,2,0,0,90,0,0,0,0,0,0
Martin Pedersen,3,0,6,1,0,270,0,0,0,0,0,0
Martin Stranzl,4,0,6,7,0,360,0,0,0,0,0,0
Martin Vaniak,2,0,0,1,0,180,0,0,0,0,0,0
Martin Vingaard,3,1,4,6,0,270,0,0,0,0,0,0
Martin Škrtel,9,0,14,6,0,810,0,0,0,0,0,0
Martín Cáceres,6,1,7,6,0,540,0,0,0,0,0,0
Martín Demichelis,20,1,26,15,0,1800,0,0,0,0,0,0
Martín Montoya,3,1,3,3,0,270,0,0,0,0,0,0
Marvin Martin,2,0,2,0,0,180,0,0,0,0,0,0
Massimo Ambrosini,18,2,48,42,0,1620,2,0,0,0,0,0
Massimo Bruno,5,0,2,9,0,450,0,0,0,0,0,0
Massimo Donati,1,1,2,2,0,90,0,0,0,0,0,0
Massimo Gobbi,3,0,6,2,0,270,1,0,0,0,0,0
Massimo Mutarelli,3,0,8,4,0,270,0,0,0,0,0,0
Massimo Oddo,12,1,9,13,0,1080,3,0,0,0,0,0
Mateja Kežman,4,0,5,3,0,360,6,0,0,0,0,0
Mateo Kovačić,4,0,1,1,0,360,0,0,0,0,0,0
Mateo Musacchio,3,0,2,0,0,270,0,0,0,0,0,0
Matheus,3,0,6,10,0,270,0,0,0,0,0,0
Mathias Jørgensen,3,0,1,2,0,270,0,0,0,0,0,0
Mathieu Bodmer,7,1,10,6,0,630,0,0,0,0,0,0
Mathieu Debuchy,5,0,10,6,0,450,2,0,0,0,0,0
Mathieu Flamini,14,1,19,10,0,1260,0,0,0,0,0,0
Mathieu Robail,2,0,2,1,0,180,0,0,0,0,0,0
Mathieu Valbuena,12,1,19,37,0,1080,4,0,0,0,0,0
Matija Nastasić,6,0,2,3,0,540,1,0,0,0,0,0
Mats Hummels,12,0,6,5,0,1080,2,0,0,0,0,0
Matteo Brighi,5,1,8,13,0,450,0,0,0,0,0,0
Matteo Ferrari,7,0,8,7,0,630,0,0,0,0,0,0
Matthias Ginter,1,0,1,2,0,90,0,0,0,0,0,0
Matthieu Chalmé,11,0,13,17,0,990,0,0,0,0,0,0
Matthieu Delpierre,4,0,1,0,0,360,1,0,0,0,0,0
Matthieu Valverde,2,0,0,0,0,180,0,0,0,0,0,0
Mattia De Sciglio,4,0,1,5,0,360,1,0,0,0,0,0
Matuzalém,2,1,2,5,0,180,0,0,0,0,0,0
Matías Aguirregaray,1,0,3,3,0,90,0,0,0,0,0,0
Matías Delgado,4,1,3,8,0,360,1,0,0,0,0,0
Matías Fernández,1,0,0,1,0,90,0,0,0,0,0,0
Matías Suárez,3,0,3,7,0,270,2,0,0,0,0,0
Matúš Kozáčik,3,0,0,0,0,270,0,0,0,0,0,0
Matěj Krajčík,3,0,9,1,0,270,1,0,0,0,0,0
Maurice Edu,2,0,2,0,0,180,0,0,0,0,0,0
Mauricio Isla,1,1,1,0,0,90,0,0,0,0,0,0
Mauro Camoranesi,3,0,2,7,0,270,0,0,0,0,0,0
Mauro Esposito,1,0,0,1,0,90,1,0,0,0,0,0
Mauro Zárate,2,0,2,3,0,180,1,0,0,0,0,0
Maurício,2,0,5,0,0,180,0,0,0,0,0,0
Max Meyer,3,0,0,4,0,270,0,0,0,0,0,0
Max Tonetto,9,1,11,14,0,810,3,0,0,0,0,0
Maxi Pereira,14,1,22,15,0,1260,2,0,0,0,0,0
Maxi Rodríguez,4,1,2,5,0,360,1,0,0,0,0,0
Maxime Gonalons,7,0,14,10,0,630,0,0,0,0,0,0
Maxwell,22,2,6,24,0,1980,3,0,0,0,0,0
Maxym Kalynychenko,1,0,2,2,0,90,0,0,0,0,0,0
Maxym Koval,2,0,0,0,0,180,0,0,0,0,0,0
Mbark Boussoufa,2,1,3,4,0,180,1,0,0,0,0,0
Medhi Benatia,3,0,10,2,0,270,0,0,0,0,0,0
Medo,1,0,2,0,0,90,0,0,0,0,0,0
Mehdi Carcela-González,2,0,3,2,0,180,0,0,0,0,0,0
Mehdi Mahdavikia,2,0,2,6,0,180,0,0,0,0,0,0
Mehmet Aurélio,5,2,13,19,0,450,1,0,0,0,0,0
Mehmet Topal,3,0,4,0,0,270,0,0,0,0,0,0
Mert Nobre,1,0,1,3,0,90,0,0,0,0,0,0
Mesut Özil,25,13,22,42,0,2250,11,0,0,0,0,0
Micah Richards,2,0,7,2,0,180,1,0,0,0,0,0
Michael Ballack,17,1,30,29,0,1530,1,0,0,0,0,0
Michael Beauchamp,1,0,0,0,0,90,0,0,0,0,0,0
Michael Carrick,31,0,25,28,0,2790,1,0,0,0,0,0
Michael Dawson,2,0,2,0,0,180,0,0,0,0,0,0
Michael Essien,21,3,32,38,0,1890,2,0,0,0,0,0
Michael Fink,2,0,1,1,0,180,0,0,0,0,0,0
Michael Gravgaard,3,1,6,0,0,270,0,0,0,0,0,0
Michael Jakobsen,2,0,0,4,0,180,0,0,0,0,0,0
Michael Olaitan,2,1,0,4,0,180,0,0,0,0,0,0
Michael Owen,3,0,1,1,0,270,1,0,0,0,0,0
Michael Parkhurst,3,0,2,2,0,270,0,0,0,0,0,0
Michael Reiziger,2,0,3,1,0,180,0,0,0,0,0,0
Michael Rensing,3,0,0,1,0,270,0,0,0,0,0,0
Michael Silberbauer,3,0,9,10,0,270,0,0,0,0,0,0
Michal Kadlec,4,1,6,3,0,360,0,0,0,0,0,0
Michal Vorel,1,0,0,0,0,90,0,0,0,0,0,0
Michal Ďuriš,2,0,8,1,0,180,2,0,0,0,0,0
Michal Švec,1,0,4,3,0,90,0,0,0,0,0,0
Michalis Konstantinou,2,0,4,1,0,180,3,0,0,0,0,0
Michaël Ciani,5,0,7,3,0,450,0,0,0,0,0,0
Michał Żewłakow,9,0,6,8,0,810,0,0,0,0,0,0
Michel Bastos,12,2,15,18,0,1080,7,0,0,0,0,0
Michel Morganella,1,0,2,3,0,90,0,0,0,0,0,0
Mickaël Landreau,4,0,0,0,0,360,0,0,0,0,0,0
Mickaël Tavares,3,0,5,2,0,270,1,0,0,0,0,0
Miguel,14,1,12,9,0,1260,0,0,0,0,0,0
Miguel Britos,1,0,4,0,0,90,0,0,0,0,0,0
Miguel Garcia,3,0,2,3,0,270,0,0,0,0,0,0
Miguel Pallardó,1,0,6,1,0,90,0,0,0,0,0,0
Miguel Torres,1,0,2,1,0,90,0,0,0,0,0,0
Miguel Veloso,10,0,13,6,0,900,0,0,0,0,0,0
Miguel de las Cuevas,1,0,0,3,0,90,1,0,0,0,0,0
Miguel Ángel Angulo,3,0,5,1,0,270,1,0,0,0,0,0
Miguel Ángel Moyà,5,0,0,0,0,450,0,0,0,0,0,0
Mihai Neşu,3,0,7,4,0,270,1,0,0,0,0,0
Mihai Pintilii,1,0,0,0,0,90,0,0,0,0,0,0
Mihail Alexandrov,3,0,2,3,0,270,0,0,0,0,0,0
Miika Koppinen,1,0,0,2,0,90,0,0,0,0,0,0
Mika Väyrynen,1,0,0,1,0,90,0,0,0,0,0,0
Mikael Antonsson,4,0,2,0,0,360,0,0,0,0,0,0
Mikael Dorsin,3,1,1,0,0,270,0,0,0,0,0,0
Mikael Lustig,7,0,7,6,0,630,0,0,0,0,0,0
Mikael Nilsson,3,0,0,3,0,270,0,0,0,0,0,0
Mikaël Silvestre,7,0,9,3,0,630,0,0,0,0,0,0
Mike Zonneveld,1,0,0,0,0,90,0,0,0,0,0,0
Mikel Arteta,11,0,24,21,0,990,0,0,0,0,0,0
Mikel Balenziaga,3,0,3,2,0,270,0,0,0,0,0,0
Mikel González,3,0,2,2,0,270,0,0,0,0,0,0
Mikel Rico,3,0,4,4,0,270,0,0,0,0,0,0
Mikel San José,2,0,3,1,0,180,0,0,0,0,0,0
Mikhail Gordeichuk,3,0,2,2,0,270,0,0,0,0,0,0
Mikkel Beckmann,2,0,2,4,0,180,0,0,0,0,0,0
Miku,2,0,2,6,0,180,1,0,0,0,0,0
Milan Badelj,3,0,3,5,0,270,0,0,0,0,0,0
Milan Baroš,1,0,1,0,0,90,0,0,0,0,0,0
Milan Gajić,2,0,4,2,0,180,0,0,0,0,0,0
Milan Ivana,1,0,2,1,0,90,0,0,0,0,0,0
Milan Jovanović,6,0,5,8,0,540,1,0,0,0,0,0
Milan Perendija,3,0,7,3,0,270,0,0,0,0,0,0
Milan Petržela,6,0,11,6,0,540,1,0,0,0,0,0
Milan Purović,1,0,4,2,0,90,2,0,0,0,0,0
Milan Smiljanić,1,0,5,0,0,90,0,0,0,0,0,0
Milan Stepanov,3,0,2,2,0,270,1,0,0,0,0,0
Milivoje Vitakić,1,0,2,0,0,90,0,0,0,0,0,0
Miloš Jojić,1,0,0,1,0,90,0,0,0,0,0,0
Miloš Krasić,7,0,3,14,0,630,4,0,0,0,0,0
Miloš Marić,1,0,1,5,0,90,0,0,0,0,0,0
Miloš Ninković,4,0,9,7,0,360,0,0,0,0,0,0
Miralem Pjanić,10,1,8,12,0,900,1,0,0,0,0,0
Miralem Sulejmani,5,0,7,8,0,450,6,0,0,0,0,0
Miranda,10,0,7,9,0,900,0,0,0,0,0,0
Mirel Rădoi,2,0,4,4,0,180,0,0,0,0,0,0
Mirko Vučinić,12,0,15,15,0,1080,15,0,0,0,0,0
Miroslav Klose,9,3,20,21,0,810,8,0,0,0,0,0
Mirsad Mijadinoski,1,0,3,0,0,90,0,0,0,0,0,0
Mitchell Langerak,2,0,0,0,0,180,0,0,0,0,0,0
Mitja Viler,3,0,1,1,0,270,0,0,0,0,0,0
Mladen Krstajić,6,0,6,1,0,540,0,0,0,0,0,0
Modeste M'Bami,2,0,1,1,0,180,0,0,0,0,0,0
Modou Sougou,3,3,12,5,0,270,1,0,0,0,0,0
Mohamed Elneny,5,0,8,6,0,450,0,0,0,0,0,0
Mohamed Salah,4,0,1,9,0,360,1,0,0,0,0,0
Mohamed Sarr,3,0,1,3,0,270,0,0,0,0,0,0
Mohamed Sissoko,8,0,26,14,0,720,0,0,0,0,0,0
Mohamed Tchité,3,0,4,4,0,270,9,0,0,0,0,0
Mohammad Ghadir,2,0,3,1,0,180,2,0,0,0,0,0
Moisés,3,0,6,0,0,270,0,0,0,0,0,0
Momodou Ceesay,2,0,1,0,0,180,1,0,0,0,0,0
Morgan Amalfitano,2,0,4,4,0,180,0,0,0,0,0,0
Morgan De Sanctis,7,0,0,1,0,630,0,0,0,0,0,0
Moritz Leitner,2,0,5,3,0,180,1,0,0,0,0,0
Morten Nordstrand,2,0,3,3,0,180,0,0,0,0,0,0
Mossoró,2,0,0,4,0,180,0,0,0,0,0,0
Mouhamadou Dabo,1,0,2,2,0,90,0,0,0,0,0,0
Mounir El Hamdaoui,5,1,6,4,0,450,9,0,0,0,0,0
Mourad Meghni,1,1,1,1,0,90,0,0,0,0,0,0
Mousa Dembélé,3,0,11,8,0,270,1,0,0,0,0,0
Moussa Sow,3,0,4,0,0,270,4,0,0,0,0,0
Mozart,3,0,2,8,0,270,0,0,0,0,0,0
Mubarak Wakaso,1,0,2,0,0,90,0,0,0,0,0,0
Munir El Haddadi,1,0,0,2,0,90,1,0,0,0,0,0
Mustafa Keçeli,1,0,3,0,0,90,0,0,0,0,0,0
Mykola Ishchenko,3,0,5,1,0,270,0,0,0,0,0,0
Márcio Azevedo,1,0,0,3,0,90,0,0,0,0,0,0
Mário Felgueiras,3,0,0,0,0,270,0,0,0,0,0,0
Mário Fernandes,3,0,7,4,0,270,1,0,0,0,0,0
Mário Pečalka,3,0,2,2,0,270,0,0,0,0,0,0
Mário Sérgio,3,0,1,1,0,270,0,0,0,0,0,0
Míchel Salgado,3,0,5,5,0,270,1,0,0,0,0,0
Nabil Dirar,3,0,3,7,0,270,3,0,0,0,0,0
Naby Sarr,2,0,2,0,0,180,0,0,0,0,0,0
Nacer Chadli,3,0,3,4,0,270,0,0,0,0,0,0
Nacho,4,1,4,2,0,360,0,0,0,0,0,0
Nacho Monreal,4,0,3,4,0,360,0,0,0,0,0,0
Nacho Novo,1,0,1,1,0,90,0,0,0,0,0,0
Nadson,3,0,0,1,0,270,0,0,0,0,0,0
Naldo,8,0,6,3,0,720,0,0,0,0,0,0
Nani,25,7,50,51,0,2250,6,0,0,0,0,0
Ndri Romaric,2,0,0,3,0,180,0,0,0,0,0,0
Neil Lennon,4,0,4,6,0,360,0,0,0,0,0,0
Nejc Skubic,1,0,2,2,0,90,0,0,0,0,0,0
Nektarios Alexandrou,4,1,9,3,0,360,4,0,0,0,0,0
Nelson Benítez,1,0,0,0,0,90,0,0,0,0,0,0
Nelson Rivas,2,0,2,1,0,180,0,0,0,0,0,0
Nemanja Matić,10,1,30,8,0,900,0,0,0,0,0,0
Nemanja Tomić,1,0,1,0,0,90,0,0,0,0,0,0
Nemanja Tubić,2,0,1,0,0,180,0,0,0,0,0,0
Nemanja Vidić,23,0,30,29,0,2070,0,0,0,0,0,0
Nenad Mirosavljević,3,0,4,10,0,270,0,0,0,0,0,0
Nery Castillo,3,0,4,7,0,270,1,0,0,0,0,0
Neven Subotić,14,0,8,4,0,1260,2,0,0,0,0,0
Neymar,11,3,15,41,0,990,5,0,0,0,0,0
Nick Powell,1,0,0,2,0,90,0,0,0,0,0,0
Nick Viergever,2,0,4,1,0,180,0,0,0,0,0,0
Nicklas Bendtner,5,1,7,8,0,450,3,0,0,0,0,0
Nicola Legrottaglie,5,0,4,5,0,450,0,0,0,0,0,0
Nicolae Dică,6,1,11,8,0,540,2,0,0,0,0,0
Nicolae Stanciu,2,0,1,7,0,180,1,0,0,0,0,0
Nicolai Boilesen,5,0,4,6,0,450,0,0,0,0,0,0
Nicolai Jørgensen,3,0,8,1,0,270,0,0,0,0,0,0
Nicolai Stokholm,3,0,4,4,0,270,0,0,0,0,0,0
Nicolas Anelka,12,0,10,14,0,1080,17,0,0,0,0,0
Nicolas Fauvergue,3,1,9,4,0,270,0,0,0,0,0,0
Nicolas Godemèche,1,0,1,0,0,90,0,0,0,0,0,0
Nicolas Lombaerts,15,0,21,12,0,1350,0,0,0,0,0,0
Nicolas Nkoulou,7,0,5,9,0,630,0,0,0,0,0,0
Nicolas Plestan,4,0,4,10,0,360,0,0,0,0,0,0
Nicolás Burdisso,6,0,9,7,0,540,0,0,0,0,0,0
Nicolás Frutos,2,0,6,2,0,180,0,0,0,0,0,0
Nicolás Gaitán,11,3,17,18,0,990,0,0,0,0,0,0
Nicolás Lodeiro,1,0,0,1,0,90,2,0,0,0,0,0
Nicolás Otamendi,9,0,11,5,0,810,0,0,0,0,0,0
Nicolás Pareja,7,0,6,8,0,630,0,0,0,0,0,0
Nicos Katsavakis,3,0,5,4,0,270,1,0,0,0,0,0
Nigel de Jong,8,0,11,8,0,720,0,0,0,0,0,0
Niklas Moisander,10,0,7,0,0,900,0,0,0,0,0,0
Niko Kranjčar,1,0,0,0,0,90,1,0,0,0,0,0
Nikolai Signevich,2,1,6,3,0,180,1,0,0,0,0,0
Nikolaos Frousos,1,0,4,0,0,90,1,0,0,0,0,0
Nikolay Mihaylov,3,0,0,0,0,270,0,0,0,0,0,0
Nikos Georgeas,2,0,3,6,0,180,0,0,0,0,0,0
Nikos Liberopoulos,2,0,2,4,0,180,2,0,0,0,0,0
Nikos Nikolaou,1,0,2,1,0,90,0,0,0,0,0,0
Nikos Spyropoulos,4,0,2,3,0,360,1,0,0,0,0,0
Nilmar,2,0,0,3,0,180,0,0,0,0,0,0
